city,state,zip,address,type,year built,heat type,cooling type,garage type,HOA cost,sqft,price per sqft,buyers fee,listing price
Salem,OR,97302,4066-Spooner-St-S,Single family residence,Built in 2016,"Natural gas, forced air",Central air,2 Attached garage spaces,$435 annually HOA fee,"5,600 sqft",$307 price/sqft,2.5% buyers agency fee,589900
Springfield,OR,97478,4672-Rocky-Rd,"Residential, single family residence",Built in 2017,"Forced air, heat pump",Central air,2 Attached garage spaces,0,"5,227 sqft",$251 price/sqft,2.5% buyers agency fee,499000
Salem,OR,97302,1710-Lee-St-SE,Single family residence,Built in 1928,"Electric, baseboard",No data,2 Garage spaces,0,"5,227 sqft",$223 price/sqft,2.5% buyers agency fee,399900
Portland,OR,97216,11741-SE-Oak-St,"Residential, single family residence",Built in 1942,Forced air,None,Open parking,0,"5,227 sqft",$198 price/sqft,2% buyers agency fee,399999
Portland,OR,97214,2018-SE-6th-Ave,"Residential, single family residence",Built in 1884,Forced air,Central air,2 Garage spaces,0,"5,227 sqft",$233 price/sqft,2% buyers agency fee,569900
Eugene,OR,97401,941-Lawrence-St,"Residential, single family residence",Built in 1890,Ductless,Wall unit(s),Open parking,0,"5,227 sqft",$221 price/sqft,3% buyers agency fee,660000
Seattle,WA,98105,4664-1st-Ave-NE,Single family residence,Built in 1930,"Fireplace(s), 90%+ high efficiency",Forced air,"Rv parking, off street",0,"5,235 sqft",$481 price/sqft,3% buyers agency fee,1260000
Seattle,WA,98108,2833-S-Orcas-St,Single family residence,Built in 1953,Forced air,None,Driveway,0,"5,266 sqft",$361 price/sqft,2.5% buyers agency fee,599995
Seattle,WA,98146,4116-SW-104th-St,Single family residence,Built in 1942,Forced air,None,1 Garage space,0,"5,279 sqft",$741 price/sqft,2.5% buyers agency fee,599990
Salem,OR,97302,3644-Balm-St-S,Single family residence,Built in 2023,"Natural gas, forced air",Central air,1 Attached garage space,0,"5,288 sqft",$314 price/sqft,2.5% buyers agency fee,775000
Salem,OR,97301,861-Park-Ave-NE,Single family residence,Built in 2022,"Natural gas, forced air",Central air,2 Garage spaces,$150 annually HOA fee,"4,205 sqft",$245 price/sqft,2.5% buyers agency fee,559900
Salem,OR,97302,2126-Audubon-Ave-SE,Single family residence,Built in 2023,Heat pump,No data,1 Attached garage space,$150 monthly HOA fee,"1,200 sqft",$243 price/sqft,2.5% buyers agency fee,362900
Seattle,WA,98199,3612-Magnolia-Blvd-W,Single family residence,Built in 1948,"Fireplace(s), 90%+ high efficiency",Other – see remarks,1 Garage space,0,"5,375 sqft",$495 price/sqft,3% buyers agency fee,1474950
Tacoma,WA,98405,1908-S-17th-St,Single family residence,Built in 1949,Ductless hp-mini split,"Ductless hp-mini split, wall unit(s)",2 Garage spaces,0,"5,401 sqft",$534 price/sqft,2.5% buyers agency fee,409900
Way,WA,98023,35925-18th-Ave-SW-Federal,Single family residence,Built in 1992,Forced air,None,2 Carport spaces,0,"5,401 sqft",$378 price/sqft,3% buyers agency fee,574950
Vancouver,WA,98685,2919-NW-130th-Cir-L20,"Residential, single family residence",Built in 2022,"Forced air 95 plus, fireplace(s)",Central air,3 Attached garage spaces,$67 monthly HOA fee,"8,159 sqft",$280 price/sqft,2.5% buyers agency fee,999995
Seattle,WA,98112,210-29th-Ave-E,Single family residence,Built in 1908,"Fireplace(s), forced air",Ductless hp-mini split,Driveway,0,"5,401 sqft",$581 price/sqft,3% buyers agency fee,1295000
Tacoma,WA,98407,4315-N-Pearl-St,Single family residence,Built in 1950,Forced air,Window unit(s),"Rv parking, none",0,"5,436 sqft",$413 price/sqft,2.5% buyers agency fee,459950
Tacoma,WA,98406,2902-N-22nd-St,Single family residence,Built in 1925,"Fireplace(s), forced air",None,Off street,0,"5,501 sqft",$289 price/sqft,2.5% buyers agency fee,739000
Seattle,WA,98102,2622-Franklin-Ave-E,Single family residence,Built in 1891,"Fireplace(s), radiator",Radiant,1 Garage space,0,"5,501 sqft",$638 price/sqft,3% buyers agency fee,1295000
Beaverton,OR,97003,1372-217th-Ave,"Residential, single family residence",Built in 1994,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"5,662 sqft",$288 price/sqft,2.25% buyers agency fee,599999
Tumwater,WA,98512,7127-Mirasett-St-SW,Single family residence,Built in 2003,"Fireplace(s), forced air","Central air, forced air",2 Attached garage spaces,$548 annually HOA fee,"5,035 sqft",$200 price/sqft,2.5% buyers agency fee,579900
Vancouver,WA,98686,2209-NE-106th-St,"Residential, single family residence",Built in 1998,Forced air,Central air,2 Attached garage spaces,0,"5,662 sqft",$245 price/sqft,2.25% buyers agency fee,569000
Portland,OR,97203,6206-N-Oberlin-St,"Residential, single family residence",Built in 1945,"Forced air 90, fireplace(s)",Central air,1 Attached garage space,0,"5,662 sqft",$258 price/sqft,2.5% buyers agency fee,549000
Tumwater,WA,98512,6121-Gold-Ct-SW,Single family residence,Built in 1988,"Fireplace(s), forced air",None,2 Attached garage spaces,$125 annually HOA fee,0.37 Acres,$260 price/sqft,2.5% buyers agency fee,569500
Olympia,WA,98501,2419-Buckingham-Dr-SE,Single family residence,Built in 1992,"Fireplace(s), forced air, insert, tankless water heater",Central air,2 Attached garage spaces,$18 monthly HOA fee,0.30 Acres,$309 price/sqft,2.5% buyers agency fee,669000
Olympia,WA,98512,6940-Southwick-Ct-SW,Single family residence,Built in 2003,"Fireplace(s), forced air, heat pump","Central air, forced air",2 Attached garage spaces,$250 annually HOA fee,"5,000 sqft",$299 price/sqft,2.5% buyers agency fee,524900
Portland,OR,97221,5733-SW-Salmon-St,"Residential, single family residence",Built in 1999,"Forced air, fireplace(s)",Central air,1 Attached garage space,0,"5,662 sqft",$318 price/sqft,2.5% buyers agency fee,899000
Olympia,WA,98506,1418-Bethel-Park-Ct-NE,Single family residence,Built in 2006,Forced air,"Central air, forced air",2 Attached garage spaces,$450 annually HOA fee,"6,425 sqft",$189 price/sqft,2.5% buyers agency fee,589000
Olympia,WA,98512,5210-79th-Ct-SW,Single family residence,Built in 2018,"Forced air, heat pump",Forced air,2 Attached garage spaces,$295 annually HOA fee,0.27 Acres,$313 price/sqft,2.5% buyers agency fee,675000
Portland,OR,97203,7006-N-Portsmouth-Ave,"Residential, single family residence",Built in 1924,Forced air,No data,2 Garage spaces,0,"5,662 sqft",$208 price/sqft,2.5% buyers agency fee,599000
Olympia,WA,98501,5132-Chambers-Creek-Loop-SE,Single family residence,Built in 2001,"Fireplace(s), forced air",None,2 Attached garage spaces,$40 monthly HOA fee,"4,965 sqft",$262 price/sqft,2.5% buyers agency fee,519950
Olympia,WA,98501,5211-Normandy-Dr-SE,Single family residence,Built in 1976,"Fireplace(s), ductless hp-mini split, tankless water heater, wall furnace",Ductless hp-mini split,2 Attached garage spaces,$99 annually HOA fee,0.25 Acres,$317 price/sqft,2.5% buyers agency fee,460000
Salem,OR,97301,1125-5th-St-NE,Single family residence,Built in 1935,"Natural gas, wood, forced air",No data,1 Garage space,0,"5,662 sqft",$199 price/sqft,2.5% buyers agency fee,350000
Olympia,WA,98506,3665-23rd-Ave-NE,Single family residence,Built in 2022,"Fireplace(s), forced air, tankless water heater",Forced air,2 Attached garage spaces,$115 monthly HOA fee,"6,255 sqft",$232 price/sqft,2.5% buyers agency fee,878900
Salem,OR,97306,6695-Devon-Ave-SE,"Residential, single family residence",Built in 2023,Forced air,Central air,2 Attached garage spaces,0,"5,662 sqft",$391 price/sqft,2.5% buyers agency fee,627000
Vancouver,WA,98665,5800-NE-99th-St,"Residential, single family residence",Built in 1998,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,0,"5,662 sqft",$383 price/sqft,2.5% buyers agency fee,460000
Tacoma,WA,98406,101-East-Rd,Single family residence,Built in 1905,"Fireplace(s), 90%+ high efficiency, forced air, heat pump","90%+ high efficiency, central air, forced air",1 Garage space,0,"5,662 sqft",$441 price/sqft,2.5% buyers agency fee,1877000
Tacoma,WA,98404,829-E-47th-St,Single family residence,Built in 1919,Wall furnace,None,None,Has HOA fee,"3,123 sqft",$515 price/sqft,2.5% buyers agency fee,356990
Springfield,OR,97478,312-S-52nd-Pl,"Residential, single family residence",Built in 1973,"Forced air, heat pump",Heat pump,Open parking,0,"5,662 sqft",$256 price/sqft,2.75% buyers agency fee,365000
Salem,OR,97306,2758-Avalon-Ave-SE,Single family residence,Built in 2001,"Natural gas, heat pump, floor furnace",No data,2 Attached garage spaces,0,"5,733 sqft",$277 price/sqft,3% buyers agency fee,544900
Tacoma,WA,98405,1502-S-25th-St,Single family residence,Built in 1971,Forced air,None,"Driveway, off street",0,"5,850 sqft",$250 price/sqft,2.5% buyers agency fee,489950
Seattle,WA,98118,4401-S-Holly-St,Single family residence,Built in 1905,Forced air,None,None,0,"5,880 sqft",$395 price/sqft,3% buyers agency fee,789000
Salem,OR,97304,580-Winners-Ct-NW,Single family residence,Built in 2004,"Natural gas, forced air",No data,2 Attached garage spaces,0,"5,886 sqft",$296 price/sqft,2% buyers agency fee,445000
Tacoma,WA,98408,707-S-53rd-St,Single family residence,Built in 1908,"Fireplace(s), forced air",None,2 Garage spaces,0,"5,998 sqft",$253 price/sqft,2.5% buyers agency fee,479000
Tacoma,WA,98404,314-E-Tanglewood-Ave,Single family residence,Built in 1944,"Baseboard, wall furnace",None,"Driveway, off street",0,"5,998 sqft",$264 price/sqft,2.5% buyers agency fee,415000
Tacoma,WA,98408,6128-Tacoma-Ave-S,Single family residence,Built in 1940,Forced air,Window unit(s),"Driveway, off street",0,"5,998 sqft",$438 price/sqft,2.5% buyers agency fee,410000
Tacoma,WA,98407,5044-N-Defiance-St,Single family residence,Built in 2016,"Fireplace(s), forced air",None,2 Attached garage spaces,0,"5,998 sqft",$318 price/sqft,2.5% buyers agency fee,995000
Tacoma,WA,98465,5959-S-12th-St-APT-103,Townhouse,Built in 1975,"Fireplace(s), forced air",None,2 Garage spaces,$385 monthly HOA fee,"2,840 sqft",$370 price/sqft,2.5% buyers agency fee,399950
Tacoma,WA,98404,1116-E-60th-St,Single family residence,Built in 1970,Baseboard,None,"Driveway, off street",0,"5,998 sqft",$376 price/sqft,2.5% buyers agency fee,440000
Seattle,WA,98103,5214-Palatine-Ave-N,Single family residence,Built in 1908,"Fireplace(s), radiator, tankless water heater",None,1 Garage space,0,"5,998 sqft",$567 price/sqft,2.5% buyers agency fee,2160000
Tacoma,WA,98405,309-S-G-St,Single family residence,Built in 1918,"Forced air, heat pump","Forced air, heat pump",3 Garage spaces,0,"5,998 sqft",$329 price/sqft,3% buyers agency fee,1290000
Burien,WA,98146,1021-SW-130th-St,Single family residence,Built in 1929,Forced air,None,Driveway,0,"5,998 sqft",$444 price/sqft,3% buyers agency fee,475000
Portland,OR,97231,22037-NW-Saint-Helens-Rd,"Residential, single family residence",Built in 1944,Mini split,Other,1 Garage space,0,55.59 Acres,$469 price/sqft,2.5% buyers agency fee,750000
Seattle,WA,98107,832-NW-54th-St-UNIT-C,Townhouse,Built in 2022,"Ductless hp-mini split, wall furnace",Ductless hp-mini split,None,0,557.57 Sqft,$604 price/sqft,2.5% buyers agency fee,689950
Seattle,WA,98136,9858-California-Ave-SW,Townhouse,Built in 2023,"Ductless hp-mini split, tankless water heater, wall furnace",Ductless hp-mini split,Off street,0,566.28 Sqft,$669 price/sqft,3% buyers agency fee,799000
Seattle,WA,98107,2043-NW-60th-St-A,Townhouse,Built in 2023,"Ductless hp-mini split, tankless water heater, wall furnace",Ductless hp-mini split,None,0,570.64 Sqft,$662 price/sqft,2.75% buyers agency fee,659950
Seattle,WA,98119,3452-14th-Ave-W,Single family residence,Built in 1904,Forced air,None,1 Carport space,0,"6,002 sqft",$556 price/sqft,3.0% buyers agency fee,850000
Seattle,WA,98136,4606-SW-Maple-Way,Single family residence,Built in 1913,"Fireplace(s), radiant",None,"Driveway, off street",0,"6,028 sqft",$587 price/sqft,3% buyers agency fee,1050000
Tacoma,WA,98404,720-E-48th-St,Single family residence,Built in 1920,Wall furnace,None,Driveway,0,"6,050 sqft",$530 price/sqft,2.5% buyers agency fee,364950
Seattle,WA,98102,920-11th-Ave-E,Single family residence,Built in 1922,"Fireplace(s), radiant, radiator",None,1 Garage space,0,"6,050 sqft",$573 price/sqft,2.5% buyers agency fee,1995000
Tacoma,WA,98422,5915-16th-Street-Ct-NE,Single family residence,Built in 2001,"Fireplace(s), forced air",None,3 Attached garage spaces,$200 annually HOA fee,"9,670 sqft",$305 price/sqft,2.5% buyers agency fee,715000
Portland,OR,97210,2805-NW-Westover-Rd,"Residential, single family residence",Built in 1924,"Active solar, heat pump, mini split",Central air,2 Attached garage spaces,0,"6,098 sqft",$539 price/sqft,2.25% buyers agency fee,2795000
Salem,OR,97302,1695-Lee-St-SE,Single family residence,Built in 1925,No data,No data,1 Garage space,0,"6,098 sqft",$264 price/sqft,2.25% buyers agency fee,359900
Tacoma,WA,98422,2202-Overview-Dr-NE,Single family residence,Built in 1994,"Fireplace(s), forced air","Central air, forced air",3 Attached garage spaces,$32 monthly HOA fee,0.27 Acres,$399 price/sqft,2.5% buyers agency fee,945000
Tacoma,WA,98406,7910-N-10th-St,Single family residence,Built in 1992,Forced air,None,3 Attached garage spaces,$360 annually HOA fee,"9,374 sqft",$390 price/sqft,2.5% buyers agency fee,899950
Vancouver,WA,98685,12316-NW-21st-Ave,"Residential, single family residence",Built in 2005,Forced air,Central air,2 Attached garage spaces,0,"6,098 sqft",$266 price/sqft,2.25% buyers agency fee,590000
Vancouver,WA,98684,712-NE-157th-Ct,"Residential, single family residence",Built in 1989,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"6,098 sqft",$258 price/sqft,2.25% buyers agency fee,545000
Vancouver,WA,98682,15012-NE-50th-St,"Residential, single family residence",Built in 1994,"Ductless, wall furnace",Heat pump,2 Attached garage spaces,0,"6,098 sqft",$195 price/sqft,2.25% buyers agency fee,625000
Vancouver,WA,98684,704-NE-159th-Ct,"Residential, single family residence",Built in 1989,Forced air,Air conditioning ready,2 Attached garage spaces,0,"6,098 sqft",$330 price/sqft,2.25% buyers agency fee,555000
Portland,OR,97231,10618-NW-4th-Pl,"Residential, single family residence",Built in 2009,"Other, fireplace(s)",No data,Off street,0,"6,098 sqft",$103 price/sqft,2.5% buyers agency fee,495000
Hillsboro,OR,97123,452-SE-73rd-Ave,"Residential, single family residence",Built in 1996,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"6,098 sqft",$327 price/sqft,2.5% buyers agency fee,544900
Portland,OR,97224,15855-SW-Colyer-Way,"Residential, single family residence",Built in 1999,Forced air,Central air,2 Attached garage spaces,0,"6,098 sqft",$385 price/sqft,2.5% buyers agency fee,615000
Eugene,OR,97402,275-N-Adams-St,"Residential, single family residence",Built in 1961,Ceiling,None,1 Garage space,0,"6,098 sqft",$331 price/sqft,2.5% buyers agency fee,450000
Tacoma,WA,98402,1501-Tacoma-Ave-S-UNIT-501,Townhouse,Built in 2006,"Fireplace(s), radiant, wall furnace",Central air,1 Garage space,$360 monthly HOA fee,No data,$463 price/sqft,2.5% buyers agency fee,352000
Eugene,OR,97402,1655-Calistoga-Ct,"Residential, single family residence",Built in 2000,"Forced air, fireplace(s)",Central air,3 Attached garage spaces,0,"6,098 sqft",$330 price/sqft,2.5% buyers agency fee,499000
Eugene,OR,97404,1295-Stone-Creek-Dr,"Residential, single family residence",Built in 1997,Forced air,Heat pump,2 Attached garage spaces,0,"6,098 sqft",$301 price/sqft,2.5% buyers agency fee,450000
Eugene,OR,97401,1620-Williamsburg-Way,"Residential, single family residence",Built in 1994,Forced air,Central air,2 Attached garage spaces,0,"6,098 sqft",$284 price/sqft,2.5% buyers agency fee,675000
Eugene,OR,97401,745-Arcadia-Dr,"Residential, single family residence",Built in 1967,"Ceiling, ductless",Other,2 Attached garage spaces,0,"6,098 sqft",$369 price/sqft,2.5% buyers agency fee,425000
Springfield,OR,97477,835-L-St,"Residential, single family residence",Built in 1946,Heat pump,Heat pump,2 Garage spaces,0,"6,098 sqft",$343 price/sqft,2.5% buyers agency fee,374900
Salem,OR,97306,5353-Kali-St-SE,Single family residence,Built in 2006,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"6,098 sqft",$220 price/sqft,2.5% buyers agency fee,525000
Salem,OR,97301,1561-Chemeketa-St-NE,Single family residence,Built in 1910,Natural gas,No data,No garage,0,"6,098 sqft",$288 price/sqft,2.5% buyers agency fee,749000
Eugene,OR,97405,662-W-25th-Pl,"Residential, single family residence",Built in 1960,Ductless,Heat pump,1 Attached garage space,0,"6,098 sqft",$410 price/sqft,3% buyers agency fee,515000
Olympia,WA,98501,2514-Columbia-St-SW,Single family residence,Built in 1927,"Fireplace(s), 90%+ high efficiency, baseboard, forced air",None,1 Attached garage space,0,"6,237 sqft",$201 price/sqft,2.5% buyers agency fee,683000
Tacoma,WA,98407,4905-McBride-St,Single family residence,Built in 1972,Forced air,Forced air,1 Garage space,0,"6,242 sqft",$241 price/sqft,3% buyers agency fee,899000
Salem,OR,97306,5965-Palazzo-St,Single family residence,Built in 2023,"Natural gas, forced air",Central air,2 Attached garage spaces,0,"6,266 sqft",$333 price/sqft,2.5% buyers agency fee,659900
